0,1,2,3,4,5,6,7,8,9,10,11,12,13,Mean
0.6807358658045166,0.6771899097495118,0.8084013603104019,0.7103190852798644,0.6633838061047164,0.6023422736927848,0.5025617585054178,0.5872979620959856,0.5979635465098627,0.6466997549359773,0.590619839371361,0.500367971542637,0.5663703595823468,0.5713375961652802,0.6218279349750475
0.6587487397990892,0.654679292244705,0.7873488462685984,0.6713596864856811,0.6636365062570625,0.6133767199968861,0.5109727642616816,0.5446781456560038,0.5801760253980136,0.6401786274933923,0.581230964919048,0.5244659359758846,0.5251049097948208,0.6218967151651185,0.6127038485511418
0.6363618698088764,0.6211424433873722,0.7964591259447318,0.6154851118319271,0.6351006466719822,0.48469217338646525,0.43070818600355454,0.5350640455812234,0.5411808898700156,0.6156034995114297,0.4943643892712275,0.45238400295754677,0.5230495223882724,0.42648264352084453,0.5577198964382478
0.7237696409918645,0.7049593886441948,0.8259578585507793,0.7164274483785986,0.6631084806643752,0.5937974937559416,0.4999566116386631,0.5940253624032839,0.5649724564744697,0.6412620337281554,0.605841338443361,0.5084229053997428,0.5921775845937753,0.6866107491399519,0.6372349537719398
0.6887146163384418,0.6673629851351419,0.7913374357056581,0.6376859346266773,0.6171912449133363,0.5515860794047333,0.45077438196553693,0.5158227537339022,0.5745831385546192,0.6184676877284796,0.3934763502967983,0.5089391040149646,0.5967706199357139,0.46581875175546145,0.5770379345792475
0.6135556962750068,0.6360824684024511,0.7551841754783759,0.6126481331805954,0.631409014006906,0.5594844403788468,0.35435863458466965,0.5805512682754642,0.5134408035817599,0.5008137012537106,0.5971881213255571,0.4070212568373127,0.499224197997646,0.5583194763901155,0.5585200991406013
0.6047384833145323,0.5938718352505146,0.7205382121849767,0.594760977071668,0.625829464040976,0.5429753005524943,0.32884048367801444,0.554791944157247,0.4912932487762294,0.4742895808082748,0.5832919817992697,0.428200082415146,0.47204307397979417,0.6292693412475312,0.5460524292340477
0.5815275448564294,0.5670488370937768,0.732078674832884,0.5873941002391605,0.6017600701141502,0.45609909173354646,0.295403602918809,0.5063070318555958,0.4742282815878318,0.4612715361206851,0.5088229370991255,0.3770467147564827,0.46297831541242046,0.4197948284155353,0.5022686833597453
0.6771229749549028,0.6564276049452611,0.7691662002755514,0.6256625481396232,0.6431416714179043,0.5919267109221309,0.3581644092086368,0.60892452869785,0.49463795021001344,0.49298923361911995,0.6101948549330248,0.41661619965895375,0.5403583357045075,0.6749556351911753,0.5828777755627611
0.6221839112406469,0.6187182034847558,0.7516504762187673,0.6125041675213826,0.616508427472176,0.5257774719802989,0.34447617625301125,0.5118246950805071,0.48002010751711827,0.5099636371753857,0.38072773089058093,0.4123603187282233,0.5172006902138411,0.4674563323455367,0.5265265961515879
0.6160014608509266,0.661345236085884,0.7706549295690907,0.6239942501958667,0.6487249139379084,0.5888324975369714,0.36062131828306054,0.5661587556726696,0.5052524060785182,0.5643149006656852,0.6106324863909703,0.42966713043329174,0.4859946834874779,0.5646339397875482,0.5712020649268478
0.614349483350345,0.6339604988124541,0.7450742400798044,0.6114064943640174,0.6436758839807315,0.6037712445621363,0.34571477415015556,0.541751234939786,0.49647743838629005,0.5506459926904612,0.6257173201353665,0.4503202743489993,0.47045152300781884,0.6149781351266959,0.5677353241382187
0.6092380209704729,0.6210499639919913,0.7695423592766857,0.5982913824493383,0.6495264519255686,0.49961475470582156,0.3603594134127739,0.5387583204594373,0.4977568432976824,0.5533081455022903,0.5578458417748448,0.42307003908584323,0.4637536818435238,0.43815461587223326,0.5414478453263218
